brand,city,review_text,rating,date,likes,author,place_id,food_items,food_items_list,taste_attributes,value_attributes,quality_attributes,sentiment_compound,sentiment_positive,sentiment_negative,item_sentiments
Popeyes,Phoenix,the nuggets was greasy. overall disappointing experience.,5,2025-07-22,34,User9877,place_Popeyes_Phoenix_1,nuggets,['nuggets'],greasy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
Popeyes,Phoenix,the taco was greasy. overall great experience.,3,2025-10-25,25,User5616,place_Popeyes_Phoenix_4,taco,['taco'],greasy,,,0.6249,0.406,0.0,{'taco': 0.0}
Popeyes,Phoenix,the salad was greasy. overall disappointing experience.,3,2025-12-26,12,User6395,place_Popeyes_Phoenix_5,salad,['salad'],greasy,,,-0.4939,0.0,0.348,{'salad': 0.0}
Popeyes,Phoenix,the fries was juicy. overall okay experience.,4,2025-08-26,16,User8163,place_Popeyes_Phoenix_5,fries,['fries'],juicy,,,0.2263,0.241,0.0,{'fries': 0.0}
Popeyes,Phoenix,the wrap was fresh. overall great experience.,4,2025-11-27,10,User6565,place_Popeyes_Phoenix_4,wrap,['wrap'],,,fresh,0.7506,0.561,0.0,{'wrap': 0.3182}
Popeyes,Phoenix,the pizza was stale. overall great experience.,2,2025-09-19,26,User3531,place_Popeyes_Phoenix_2,,[],,,stale,0.6249,0.406,0.0,{}
Popeyes,Phoenix,the pizza was stale. overall terrible experience.,2,2025-08-28,1,User7662,place_Popeyes_Phoenix_5,,[],,,stale,-0.4767,0.0,0.341,{}
Popeyes,Phoenix,the pizza was expensive. overall okay experience.,2,2025-11-22,12,User5715,place_Popeyes_Phoenix_4,,[],,expensive,,0.2263,0.241,0.0,{}
Popeyes,Phoenix,the wrap was stale. overall amazing experience.,5,2025-09-17,5,User3607,place_Popeyes_Phoenix_5,wrap,['wrap'],,,stale,0.5859,0.388,0.0,{'wrap': 0.0}
Popeyes,Philadelphia,the taco was stale. overall terrible experience.,3,2025-12-16,50,User6409,place_Popeyes_Philadelphia_3,taco,['taco'],,,stale,-0.4767,0.0,0.341,{'taco': 0.0}
Popeyes,Philadelphia,the taco was crispy. overall great experience.,2,2025-07-25,2,User2953,place_Popeyes_Philadelphia_3,taco,['taco'],crispy,,,0.6249,0.406,0.0,{'taco': 0.0}
Popeyes,Philadelphia,the fries was hot. overall great experience.,5,2025-10-23,43,User2650,place_Popeyes_Philadelphia_4,fries,['fries'],,,hot,0.6249,0.406,0.0,{'fries': 0.0}
Popeyes,Philadelphia,the pizza was dry. overall great experience.,5,2025-12-30,8,User1263,place_Popeyes_Philadelphia_1,,[],dry,,,0.6249,0.406,0.0,{}
Popeyes,Philadelphia,the salad was crispy. overall terrible experience.,2,2025-08-20,9,User5996,place_Popeyes_Philadelphia_5,salad,['salad'],crispy,,,-0.4767,0.0,0.341,{'salad': 0.0}
Popeyes,Philadelphia,the chicken sandwich was expensive. overall terrible experience.,3,2025-10-24,20,User5454,place_Popeyes_Philadelphia_4,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,expensive,,-0.4767,0.0,0.307,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,Philadelphia,the fries was fresh. overall disappointing experience.,5,2025-10-20,12,User9114,place_Popeyes_Philadelphia_4,fries,['fries'],,,fresh,-0.2263,0.219,0.305,{'fries': 0.3182}
Popeyes,Philadelphia,the chicken sandwich was cheap. overall okay experience.,5,2025-10-12,4,User3158,place_Popeyes_Philadelphia_5,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,cheap,,0.2263,0.213,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,Philadelphia,the shake was crispy. overall disappointing experience.,1,2025-08-09,37,User7220,place_Popeyes_Philadelphia_5,shake,['shake'],crispy,,,-0.5994,0.0,0.495,{'shake': -0.1779}
Popeyes,Philadelphia,the wrap was fresh. overall good experience.,1,2025-11-23,42,User7623,place_Popeyes_Philadelphia_4,wrap,['wrap'],,,fresh,0.6369,0.51,0.0,{'wrap': 0.3182}
Popeyes,Philadelphia,the wrap was dry. overall terrible experience.,1,2025-10-29,15,User7186,place_Popeyes_Philadelphia_3,wrap,['wrap'],dry,,,-0.4767,0.0,0.341,{'wrap': 0.0}
Popeyes,San Antonio,the shake was cold. overall great experience.,5,2025-12-31,37,User7996,place_Popeyes_San Antonio_3,shake,['shake'],,,cold,0.5267,0.38,0.157,{'shake': -0.1779}
Popeyes,San Antonio,the nuggets was cheap. overall okay experience.,5,2025-07-09,14,User4137,place_Popeyes_San Antonio_4,nuggets,['nuggets'],,cheap,,0.2263,0.241,0.0,{'nuggets': 0.0}
Popeyes,San Antonio,the burger was cheap. overall disappointing experience.,1,2025-12-05,14,User1454,place_Popeyes_San Antonio_3,burger,['burger'],,cheap,,-0.4939,0.0,0.348,{'burger': 0.0}
Popeyes,San Antonio,the taco was cold. overall amazing experience.,1,2025-07-30,31,User8593,place_Popeyes_San Antonio_1,taco,['taco'],,,cold,0.5859,0.388,0.0,{'taco': 0.0}
Popeyes,San Antonio,the taco was expensive. overall terrible experience.,5,2025-09-09,31,User2779,place_Popeyes_San Antonio_5,taco,['taco'],,expensive,,-0.4767,0.0,0.341,{'taco': 0.0}
Popeyes,San Antonio,the nuggets was juicy. overall disappointing experience.,4,2025-11-21,10,User8880,place_Popeyes_San Antonio_5,nuggets,['nuggets'],juicy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
Popeyes,San Antonio,the coffee was hot. overall okay experience.,2,2025-12-10,47,User4084,place_Popeyes_San Antonio_1,coffee,['coffee'],,,hot,0.2263,0.241,0.0,{'coffee': 0.0}
Popeyes,San Antonio,the shake was expensive. overall okay experience.,1,2025-12-30,11,User9255,place_Popeyes_San Antonio_1,shake,['shake'],,expensive,,0.0516,0.221,0.198,{'shake': -0.1779}
Popeyes,San Antonio,the coffee was cheap. overall good experience.,5,2025-11-11,7,User8436,place_Popeyes_San Antonio_4,coffee,['coffee'],,cheap,,0.4404,0.326,0.0,{'coffee': 0.0}
Popeyes,San Antonio,the wrap was juicy. overall great experience.,5,2025-11-25,50,User1242,place_Popeyes_San Antonio_2,wrap,['wrap'],juicy,,,0.6249,0.406,0.0,{'wrap': 0.0}
Popeyes,San Antonio,the salad was hot. overall terrible experience.,5,2025-11-12,7,User1017,place_Popeyes_San Antonio_2,salad,['salad'],,,hot,-0.4767,0.0,0.341,{'salad': 0.0}
Popeyes,San Diego,the burger was cheap. overall good experience.,3,2025-11-22,4,User9069,place_Popeyes_San Diego_2,burger,['burger'],,cheap,,0.4404,0.326,0.0,{'burger': 0.0}
Popeyes,San Diego,the chicken sandwich was stale. overall great experience.,1,2025-09-30,5,User9471,place_Popeyes_San Diego_1,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,stale,0.6249,0.369,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,San Diego,the taco was juicy. overall good experience.,2,2025-08-11,21,User6694,place_Popeyes_San Diego_4,taco,['taco'],juicy,,,0.4404,0.326,0.0,{'taco': 0.0}
Popeyes,San Diego,the chicken sandwich was greasy. overall great experience.,5,2025-09-03,50,User3853,place_Popeyes_San Diego_5,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",greasy,,,0.6249,0.369,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,San Diego,the pizza was expensive. overall disappointing experience.,5,2025-12-29,34,User2514,place_Popeyes_San Diego_5,,[],,expensive,,-0.4939,0.0,0.348,{}
Popeyes,San Diego,the nuggets was hot. overall good experience.,1,2025-11-26,50,User1039,place_Popeyes_San Diego_5,nuggets,['nuggets'],,,hot,0.4404,0.326,0.0,{'nuggets': 0.0}
Popeyes,San Diego,the nuggets was greasy. overall great experience.,1,2025-10-19,6,User8687,place_Popeyes_San Diego_3,nuggets,['nuggets'],greasy,,,0.6249,0.406,0.0,{'nuggets': 0.0}
Popeyes,San Diego,the pizza was juicy. overall disappointing experience.,3,2025-09-07,50,User3818,place_Popeyes_San Diego_5,,[],juicy,,,-0.4939,0.0,0.348,{}
Popeyes,San Diego,the shake was greasy. overall terrible experience.,2,2025-10-26,28,User8237,place_Popeyes_San Diego_1,shake,['shake'],greasy,,,-0.5859,0.0,0.49,{'shake': -0.1779}
Popeyes,San Diego,the burger was hot. overall amazing experience.,1,2025-09-13,10,User2948,place_Popeyes_San Diego_1,burger,['burger'],,,hot,0.5859,0.388,0.0,{'burger': 0.0}
Popeyes,San Diego,the coffee was dry. overall amazing experience.,5,2025-12-15,44,User1571,place_Popeyes_San Diego_5,coffee,['coffee'],dry,,,0.5859,0.388,0.0,{'coffee': 0.0}
Popeyes,Miami,the salad was juicy. overall terrible experience.,1,2025-08-22,37,User4966,place_Popeyes_Miami_3,salad,['salad'],juicy,,,-0.4767,0.0,0.341,{'salad': 0.0}
Popeyes,Miami,the salad was greasy. overall terrible experience.,5,2025-12-23,4,User7711,place_Popeyes_Miami_4,salad,['salad'],greasy,,,-0.4767,0.0,0.341,{'salad': 0.0}
Popeyes,Miami,the fries was crispy. overall great experience.,5,2025-09-23,5,User5243,place_Popeyes_Miami_1,fries,['fries'],crispy,,,0.6249,0.406,0.0,{'fries': 0.0}
Popeyes,Miami,the salad was cold. overall great experience.,4,2025-09-10,5,User7617,place_Popeyes_Miami_1,salad,['salad'],,,cold,0.6249,0.406,0.0,{'salad': 0.0}
Popeyes,Miami,the burger was expensive. overall good experience.,4,2025-07-05,29,User9126,place_Popeyes_Miami_2,burger,['burger'],,expensive,,0.4404,0.326,0.0,{'burger': 0.0}
Popeyes,Miami,the pizza was hot. overall okay experience.,1,2025-09-15,39,User5599,place_Popeyes_Miami_3,,[],,,hot,0.2263,0.241,0.0,{}
Popeyes,Miami,the wrap was cheap. overall okay experience.,1,2025-08-19,10,User4294,place_Popeyes_Miami_2,wrap,['wrap'],,cheap,,0.2263,0.241,0.0,{'wrap': 0.0}
Popeyes,Miami,the fries was expensive. overall terrible experience.,4,2025-11-01,36,User7514,place_Popeyes_Miami_3,fries,['fries'],,expensive,,-0.4767,0.0,0.341,{'fries': 0.0}
Popeyes,Miami,the wrap was cheap. overall amazing experience.,2,2025-08-23,3,User4278,place_Popeyes_Miami_5,wrap,['wrap'],,cheap,,0.5859,0.388,0.0,{'wrap': 0.0}
Popeyes,Miami,the taco was cheap. overall amazing experience.,1,2025-10-26,24,User9112,place_Popeyes_Miami_3,taco,['taco'],,cheap,,0.5859,0.388,0.0,{'taco': 0.0}
Popeyes,Miami,the wrap was greasy. overall okay experience.,2,2025-09-05,1,User1147,place_Popeyes_Miami_1,wrap,['wrap'],greasy,,,0.2263,0.241,0.0,{'wrap': 0.0}
Popeyes,Seattle,the nuggets was stale. overall terrible experience.,1,2025-08-17,39,User2204,place_Popeyes_Seattle_2,nuggets,['nuggets'],,,stale,-0.4767,0.0,0.341,{'nuggets': 0.0}
Popeyes,Seattle,the pizza was crispy. overall disappointing experience.,2,2025-08-05,45,User1461,place_Popeyes_Seattle_4,,[],crispy,,,-0.4939,0.0,0.348,{}
Popeyes,Seattle,the fries was juicy. overall okay experience.,2,2025-10-17,26,User7412,place_Popeyes_Seattle_2,fries,['fries'],juicy,,,0.2263,0.241,0.0,{'fries': 0.0}
Popeyes,Seattle,the wrap was crispy. overall good experience.,1,2025-11-30,49,User1659,place_Popeyes_Seattle_3,wrap,['wrap'],crispy,,,0.4404,0.326,0.0,{'wrap': 0.0}
Popeyes,Seattle,the pizza was fresh. overall amazing experience.,1,2025-12-01,9,User5897,place_Popeyes_Seattle_1,,[],,,fresh,0.7269,0.55,0.0,{}
Popeyes,Seattle,the shake was juicy. overall great experience.,4,2025-12-30,49,User1788,place_Popeyes_Seattle_3,shake,['shake'],juicy,,,0.5267,0.38,0.157,{'shake': -0.1779}
Popeyes,Seattle,the nuggets was dry. overall disappointing experience.,4,2025-10-15,48,User7769,place_Popeyes_Seattle_4,nuggets,['nuggets'],dry,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
Popeyes,Seattle,the chicken sandwich was juicy. overall disappointing experience.,1,2025-10-10,16,User6867,place_Popeyes_Seattle_1,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",juicy,,,-0.4939,0.0,0.314,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,Seattle,the wrap was hot. overall okay experience.,1,2025-10-07,14,User9767,place_Popeyes_Seattle_3,wrap,['wrap'],,,hot,0.2263,0.241,0.0,{'wrap': 0.0}
Popeyes,Seattle,the chicken sandwich was greasy. overall amazing experience.,2,2025-11-27,49,User2154,place_Popeyes_Seattle_1,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",greasy,,,0.5859,0.352,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,Seattle,the coffee was cold. overall good experience.,5,2025-12-26,18,User9726,place_Popeyes_Seattle_1,coffee,['coffee'],,,cold,0.4404,0.326,0.0,{'coffee': 0.0}
Popeyes,Boston,the taco was fresh. overall terrible experience.,4,2025-10-19,20,User3388,place_Popeyes_Boston_4,taco,['taco'],,,fresh,-0.2023,0.221,0.298,{'taco': 0.3182}
Popeyes,Boston,the nuggets was dry. overall okay experience.,2,2025-12-27,22,User3618,place_Popeyes_Boston_1,nuggets,['nuggets'],dry,,,0.2263,0.241,0.0,{'nuggets': 0.0}
Popeyes,Boston,the fries was greasy. overall amazing experience.,4,2025-12-19,11,User5853,place_Popeyes_Boston_5,fries,['fries'],greasy,,,0.5859,0.388,0.0,{'fries': 0.0}
Popeyes,Boston,the nuggets was fresh. overall terrible experience.,4,2025-10-12,12,User7706,place_Popeyes_Boston_2,nuggets,['nuggets'],,,fresh,-0.2023,0.221,0.298,{'nuggets': 0.3182}
Popeyes,Boston,the fries was stale. overall good experience.,4,2025-10-15,0,User1222,place_Popeyes_Boston_5,fries,['fries'],,,stale,0.4404,0.326,0.0,{'fries': 0.0}
Popeyes,Boston,the chicken sandwich was fresh. overall disappointing experience.,4,2025-11-22,1,User9259,place_Popeyes_Boston_4,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,fresh,-0.2263,0.2,0.278,"{'chicken sandwich': 0.3182, 'sandwich': 0.3182, 'chicken': 0.3182}"
Popeyes,Boston,the pizza was crispy. overall good experience.,1,2025-09-07,31,User6404,place_Popeyes_Boston_5,,[],crispy,,,0.4404,0.326,0.0,{}
Popeyes,Boston,the wrap was expensive. overall amazing experience.,1,2025-07-27,6,User1476,place_Popeyes_Boston_4,wrap,['wrap'],,expensive,,0.5859,0.388,0.0,{'wrap': 0.0}
Popeyes,Boston,the nuggets was crispy. overall disappointing experience.,4,2025-09-29,9,User8500,place_Popeyes_Boston_4,nuggets,['nuggets'],crispy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
Popeyes,Boston,the wrap was fresh. overall terrible experience.,3,2025-12-14,33,User9331,place_Popeyes_Boston_3,wrap,['wrap'],,,fresh,-0.2023,0.221,0.298,{'wrap': 0.3182}
Popeyes,Boston,the shake was juicy. overall great experience.,3,2025-08-23,48,User7927,place_Popeyes_Boston_2,shake,['shake'],juicy,,,0.5267,0.38,0.157,{'shake': -0.1779}
Popeyes,Denver,the wrap was cold. overall disappointing experience.,2,2025-11-14,32,User2770,place_Popeyes_Denver_5,wrap,['wrap'],,,cold,-0.4939,0.0,0.348,{'wrap': 0.0}
Popeyes,Denver,the chicken sandwich was hot. overall okay experience.,1,2025-11-18,23,User7928,place_Popeyes_Denver_5,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,hot,0.2263,0.213,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
Popeyes,Denver,the burger was expensive. overall disappointing experience.,5,2025-12-22,36,User5643,place_Popeyes_Denver_4,burger,['burger'],,expensive,,-0.4939,0.0,0.348,{'burger': 0.0}
Popeyes,Denver,the taco was hot. overall good experience.,3,2025-09-23,35,User3215,place_Popeyes_Denver_1,taco,['taco'],,,hot,0.4404,0.326,0.0,{'taco': 0.0}
Popeyes,Denver,the pizza was stale. overall amazing experience.,3,2025-11-29,21,User2145,place_Popeyes_Denver_4,,[],,,stale,0.5859,0.388,0.0,{}
Popeyes,Denver,the salad was cold. overall okay experience.,3,2025-11-04,14,User8349,place_Popeyes_Denver_1,salad,['salad'],,,cold,0.2263,0.241,0.0,{'salad': 0.0}
Popeyes,Denver,the coffee was stale. overall good experience.,1,2025-08-18,1,User2009,place_Popeyes_Denver_4,coffee,['coffee'],,,stale,0.4404,0.326,0.0,{'coffee': 0.0}
Popeyes,Denver,the salad was juicy. overall amazing experience.,3,2025-08-11,16,User9280,place_Popeyes_Denver_4,salad,['salad'],juicy,,,0.5859,0.388,0.0,{'salad': 0.0}
Popeyes,Denver,the shake was crispy. overall great experience.,4,2025-12-20,39,User5257,place_Popeyes_Denver_4,shake,['shake'],crispy,,,0.5267,0.38,0.157,{'shake': -0.1779}
Popeyes,Denver,the fries was cheap. overall great experience.,2,2025-09-02,3,User6719,place_Popeyes_Denver_2,fries,['fries'],,cheap,,0.6249,0.406,0.0,{'fries': 0.0}
Popeyes,Denver,the salad was juicy. overall disappointing experience.,3,2025-09-14,7,User7809,place_Popeyes_Denver_5,salad,['salad'],juicy,,,-0.4939,0.0,0.348,{'salad': 0.0}
Popeyes,Portland,the nuggets was hot. overall terrible experience.,1,2025-10-21,27,User5502,place_Popeyes_Portland_2,nuggets,['nuggets'],,,hot,-0.4767,0.0,0.341,{'nuggets': 0.0}
Popeyes,Portland,the burger was cold. overall amazing experience.,4,2025-11-15,12,User8345,place_Popeyes_Portland_2,burger,['burger'],,,cold,0.5859,0.388,0.0,{'burger': 0.0}
Popeyes,Portland,the taco was cold. overall terrible experience.,4,2025-07-15,34,User2562,place_Popeyes_Portland_1,taco,['taco'],,,cold,-0.4767,0.0,0.341,{'taco': 0.0}
Popeyes,Portland,the nuggets was greasy. overall disappointing experience.,5,2025-07-25,17,User4477,place_Popeyes_Portland_5,nuggets,['nuggets'],greasy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
Popeyes,Portland,the burger was stale. overall okay experience.,1,2025-12-31,32,User6034,place_Popeyes_Portland_1,burger,['burger'],,,stale,0.2263,0.241,0.0,{'burger': 0.0}
Popeyes,Portland,the nuggets was expensive. overall okay experience.,5,2025-07-17,35,User5545,place_Popeyes_Portland_2,nuggets,['nuggets'],,expensive,,0.2263,0.241,0.0,{'nuggets': 0.0}
Popeyes,Portland,the burger was juicy. overall great experience.,3,2025-07-12,32,User5845,place_Popeyes_Portland_3,burger,['burger'],juicy,,,0.6249,0.406,0.0,{'burger': 0.0}
Popeyes,Portland,the coffee was crispy. overall disappointing experience.,2,2025-12-15,27,User5537,place_Popeyes_Portland_3,coffee,['coffee'],crispy,,,-0.4939,0.0,0.348,{'coffee': 0.0}
Popeyes,Portland,the coffee was expensive. overall amazing experience.,4,2025-08-06,31,User4088,place_Popeyes_Portland_1,coffee,['coffee'],,expensive,,0.5859,0.388,0.0,{'coffee': 0.0}
Popeyes,Portland,the shake was fresh. overall good experience.,1,2025-10-09,2,User8138,place_Popeyes_Portland_3,shake,['shake'],,,fresh,0.5423,0.477,0.156,{'shake': 0.1531}
Popeyes,Portland,the taco was greasy. overall disappointing experience.,3,2025-10-23,31,User9963,place_Popeyes_Portland_5,taco,['taco'],greasy,,,-0.4939,0.0,0.348,{'taco': 0.0}
KFC,New York,the pizza was juicy. overall good experience.,5,2025-11-13,11,User9390,place_KFC_New York_1,,[],juicy,,,0.4404,0.326,0.0,{}
KFC,New York,the taco was crispy. overall terrible experience.,2,2025-11-06,22,User2153,place_KFC_New York_1,taco,['taco'],crispy,,,-0.4767,0.0,0.341,{'taco': 0.0}
KFC,New York,the taco was greasy. overall okay experience.,2,2025-09-09,26,User9371,place_KFC_New York_4,taco,['taco'],greasy,,,0.2263,0.241,0.0,{'taco': 0.0}
KFC,New York,the coffee was fresh. overall good experience.,2,2025-09-16,44,User4169,place_KFC_New York_2,coffee,['coffee'],,,fresh,0.6369,0.51,0.0,{'coffee': 0.3182}
KFC,New York,the fries was cold. overall great experience.,1,2025-07-25,7,User9806,place_KFC_New York_5,fries,['fries'],,,cold,0.6249,0.406,0.0,{'fries': 0.0}
KFC,New York,the taco was stale. overall disappointing experience.,1,2025-12-12,9,User6834,place_KFC_New York_1,taco,['taco'],,,stale,-0.4939,0.0,0.348,{'taco': 0.0}
KFC,New York,the fries was expensive. overall terrible experience.,5,2025-08-06,48,User6953,place_KFC_New York_1,fries,['fries'],,expensive,,-0.4767,0.0,0.341,{'fries': 0.0}
KFC,New York,the taco was hot. overall great experience.,4,2025-07-08,6,User4336,place_KFC_New York_2,taco,['taco'],,,hot,0.6249,0.406,0.0,{'taco': 0.0}
KFC,New York,the burger was juicy. overall okay experience.,1,2025-12-12,7,User8136,place_KFC_New York_1,burger,['burger'],juicy,,,0.2263,0.241,0.0,{'burger': 0.0}
KFC,New York,the salad was cold. overall good experience.,2,2025-08-24,29,User5267,place_KFC_New York_5,salad,['salad'],,,cold,0.4404,0.326,0.0,{'salad': 0.0}
KFC,New York,the fries was hot. overall good experience.,1,2025-11-12,30,User1843,place_KFC_New York_3,fries,['fries'],,,hot,0.4404,0.326,0.0,{'fries': 0.0}
KFC,Los Angeles,the nuggets was stale. overall terrible experience.,3,2025-11-28,46,User8505,place_KFC_Los Angeles_5,nuggets,['nuggets'],,,stale,-0.4767,0.0,0.341,{'nuggets': 0.0}
KFC,Los Angeles,the coffee was cold. overall okay experience.,4,2025-10-30,24,User2087,place_KFC_Los Angeles_4,coffee,['coffee'],,,cold,0.2263,0.241,0.0,{'coffee': 0.0}
KFC,Los Angeles,the burger was fresh. overall good experience.,4,2025-09-05,41,User5829,place_KFC_Los Angeles_3,burger,['burger'],,,fresh,0.6369,0.51,0.0,{'burger': 0.3182}
KFC,Los Angeles,the salad was cold. overall okay experience.,4,2025-11-07,32,User7727,place_KFC_Los Angeles_5,salad,['salad'],,,cold,0.2263,0.241,0.0,{'salad': 0.0}
KFC,Los Angeles,the coffee was hot. overall disappointing experience.,2,2025-10-20,30,User2312,place_KFC_Los Angeles_5,coffee,['coffee'],,,hot,-0.4939,0.0,0.348,{'coffee': 0.0}
KFC,Los Angeles,the shake was cold. overall good experience.,1,2025-08-31,36,User8897,place_KFC_Los Angeles_2,shake,['shake'],,,cold,0.296,0.302,0.177,{'shake': -0.1779}
KFC,Los Angeles,the pizza was cheap. overall amazing experience.,1,2025-08-07,48,User8819,place_KFC_Los Angeles_3,,[],,cheap,,0.5859,0.388,0.0,{}
KFC,Los Angeles,the wrap was cheap. overall terrible experience.,5,2025-09-30,7,User4475,place_KFC_Los Angeles_5,wrap,['wrap'],,cheap,,-0.4767,0.0,0.341,{'wrap': 0.0}
KFC,Los Angeles,the burger was dry. overall terrible experience.,3,2025-12-05,30,User3034,place_KFC_Los Angeles_1,burger,['burger'],dry,,,-0.4767,0.0,0.341,{'burger': 0.0}
KFC,Los Angeles,the nuggets was dry. overall great experience.,3,2025-09-03,39,User1012,place_KFC_Los Angeles_3,nuggets,['nuggets'],dry,,,0.6249,0.406,0.0,{'nuggets': 0.0}
KFC,Los Angeles,the coffee was cold. overall disappointing experience.,2,2025-10-04,6,User5487,place_KFC_Los Angeles_3,coffee,['coffee'],,,cold,-0.4939,0.0,0.348,{'coffee': 0.0}
KFC,Chicago,the taco was hot. overall great experience.,4,2025-08-14,9,User6120,place_KFC_Chicago_5,taco,['taco'],,,hot,0.6249,0.406,0.0,{'taco': 0.0}
KFC,Chicago,the nuggets was stale. overall amazing experience.,2,2025-07-05,5,User7499,place_KFC_Chicago_2,nuggets,['nuggets'],,,stale,0.5859,0.388,0.0,{'nuggets': 0.0}
KFC,Chicago,the shake was juicy. overall terrible experience.,1,2025-08-15,48,User2543,place_KFC_Chicago_1,shake,['shake'],juicy,,,-0.5859,0.0,0.49,{'shake': -0.1779}
KFC,Chicago,the pizza was cheap. overall good experience.,2,2025-08-25,16,User5774,place_KFC_Chicago_4,,[],,cheap,,0.4404,0.326,0.0,{}
KFC,Chicago,the burger was stale. overall terrible experience.,4,2025-10-18,31,User6867,place_KFC_Chicago_1,burger,['burger'],,,stale,-0.4767,0.0,0.341,{'burger': 0.0}
KFC,Chicago,the wrap was stale. overall terrible experience.,4,2025-08-17,9,User9463,place_KFC_Chicago_2,wrap,['wrap'],,,stale,-0.4767,0.0,0.341,{'wrap': 0.0}
KFC,Chicago,the wrap was dry. overall amazing experience.,5,2025-12-28,0,User8475,place_KFC_Chicago_2,wrap,['wrap'],dry,,,0.5859,0.388,0.0,{'wrap': 0.0}
KFC,Chicago,the coffee was juicy. overall good experience.,2,2025-12-22,45,User6169,place_KFC_Chicago_3,coffee,['coffee'],juicy,,,0.4404,0.326,0.0,{'coffee': 0.0}
KFC,Chicago,the taco was expensive. overall amazing experience.,5,2025-11-27,44,User7590,place_KFC_Chicago_3,taco,['taco'],,expensive,,0.5859,0.388,0.0,{'taco': 0.0}
KFC,Chicago,the chicken sandwich was cold. overall disappointing experience.,1,2025-12-30,20,User5369,place_KFC_Chicago_2,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,cold,-0.4939,0.0,0.314,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
KFC,Chicago,the shake was cheap. overall terrible experience.,1,2025-12-11,17,User2898,place_KFC_Chicago_4,shake,['shake'],,cheap,,-0.5859,0.0,0.49,{'shake': -0.1779}
KFC,Dallas,the salad was crispy. overall okay experience.,1,2025-09-17,30,User8034,place_KFC_Dallas_3,salad,['salad'],crispy,,,0.2263,0.241,0.0,{'salad': 0.0}
KFC,Dallas,the salad was hot. overall amazing experience.,4,2025-11-19,18,User4809,place_KFC_Dallas_3,salad,['salad'],,,hot,0.5859,0.388,0.0,{'salad': 0.0}
KFC,Dallas,the salad was fresh. overall great experience.,1,2025-12-09,34,User1427,place_KFC_Dallas_4,salad,['salad'],,,fresh,0.7506,0.561,0.0,{'salad': 0.3182}
KFC,Dallas,the wrap was fresh. overall terrible experience.,2,2025-09-03,31,User9048,place_KFC_Dallas_1,wrap,['wrap'],,,fresh,-0.2023,0.221,0.298,{'wrap': 0.3182}
KFC,Dallas,the taco was stale. overall good experience.,2,2025-10-17,5,User4424,place_KFC_Dallas_3,taco,['taco'],,,stale,0.4404,0.326,0.0,{'taco': 0.0}
KFC,Dallas,the burger was hot. overall amazing experience.,4,2025-10-14,31,User7267,place_KFC_Dallas_2,burger,['burger'],,,hot,0.5859,0.388,0.0,{'burger': 0.0}
KFC,Dallas,the pizza was fresh. overall okay experience.,2,2025-09-09,20,User4449,place_KFC_Dallas_3,,[],,,fresh,0.4939,0.457,0.0,{}
KFC,Dallas,the chicken sandwich was cold. overall okay experience.,2,2025-07-26,45,User6770,place_KFC_Dallas_3,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,cold,0.2263,0.213,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
KFC,Dallas,the fries was dry. overall great experience.,3,2025-11-21,19,User3143,place_KFC_Dallas_5,fries,['fries'],dry,,,0.6249,0.406,0.0,{'fries': 0.0}
KFC,Dallas,the taco was fresh. overall good experience.,3,2025-09-07,5,User5700,place_KFC_Dallas_2,taco,['taco'],,,fresh,0.6369,0.51,0.0,{'taco': 0.3182}
